Time(s),Shoulder,Waist
2.43,0.0242,0.0754
2.47,0.0,0.0537
2.5,0.0339,0.0537
2.53,0.0631,0.0556
2.57,0.0858,0.0817
2.6,0.1661,0.1749
2.63,0.1868,0.1929
2.67,0.2469,0.2479
2.7,0.3937,0.3556
2.73,0.4776,0.4141
2.77,0.5351,0.4344
2.8,0.6202,0.4389
2.83,0.6437,0.4545
2.87,0.6491,0.4711
2.9,0.6844,0.4893
2.93,0.7004,0.5018
2.97,0.7513,0.5708
3.0,0.8014,0.6367
3.03,0.8148,0.6563
3.07,0.8537,0.6794
3.1,0.9096,0.711
3.13,0.9492,0.7293
3.17,0.9885,0.7681
3.2,1.0,0.7785
3.23,0.999,0.7745
3.27,0.9857,0.7704
3.3,0.9713,0.754
3.33,0.9625,0.7432
3.37,0.956,0.7394
3.4,0.9168,0.7084
3.43,0.8401,0.6469
3.47,0.8069,0.5845
3.5,0.7652,0.5257
3.53,0.7078,0.4583
3.57,0.5716,0.404
3.6,0.5069,0.3854
3.63,0.4982,0.387
3.67,0.392,0.3149
3.7,0.2966,0.2491
3.73,0.2394,0.2037
3.77,0.1281,0.1205
3.8,0.0941,0.0767
3.83,0.0903,0.0399
3.87,0.0722,0.0267
3.9,0.0772,0.0167
3.93,0.0871,0.0327
3.97,0.0798,0.0024
4.0,0.0951,0.0094
4.03,0.088,0.0299
4.07,0.1469,0.0569
4.1,0.2413,0.1032
4.13,0.3334,0.2118
4.17,0.4738,0.2746
4.2,0.5872,0.325
4.23,0.5956,0.3223
4.27,0.6334,0.3948
4.3,0.6721,0.4284
4.33,0.6689,0.4312
4.37,0.6774,0.4275
4.4,0.6962,0.4509
4.43,0.7078,0.4611
4.47,0.7198,0.4865
4.5,0.7528,0.5518
4.53,0.7954,0.6254
4.57,0.845,0.6672
4.6,0.9024,0.6974
4.63,0.9203,0.7
4.67,0.9523,0.7227
4.7,0.975,0.7435
4.73,0.9802,0.7451
4.77,0.9683,0.7284
4.8,0.9483,0.7259
4.83,0.9335,0.7184
4.87,0.928,0.7233
4.9,0.8951,0.6861
4.93,0.8524,0.6309
4.97,0.774,0.5651
5.0,0.7274,0.5097
5.03,0.6958,0.4681
5.07,0.6443,0.4459
5.1,0.5751,0.4158
5.13,0.4863,0.3878
5.17,0.4066,0.323
5.2,0.3298,0.2804
5.23,0.3011,0.2628
5.27,0.1999,0.1766
5.3,0.1415,0.1304
5.33,0.1123,0.0965
5.37,0.1092,0.0748
5.4,0.1528,0.0925
5.43,0.1451,0.0711
5.47,0.1726,0.0767
5.5,0.1941,0.0753
5.53,0.2873,0.109
5.57,0.3374,0.1521
5.6,0.4548,0.2083
5.63,0.4588,0.2326
5.67,0.544,0.2629
5.7,0.5757,0.3445
5.73,0.6317,0.4126
5.77,0.6587,0.4216
5.8,0.6552,0.4462
5.83,0.691,0.4481
5.87,0.7079,0.4526
5.9,0.745,0.4827
5.93,0.7747,0.5242
5.97,0.8165,0.5669
6.0,0.8334,0.5705
6.03,0.8787,0.5996
6.07,0.9105,0.6387
6.1,0.9521,0.6728
6.13,0.9687,0.6799
6.17,0.9752,0.688
6.2,0.9758,0.6868
6.23,0.9612,0.6767
6.27,0.946,0.6657
6.3,0.9373,0.6587
6.33,0.9185,0.6434
6.37,0.8287,0.5882
6.4,0.8081,0.5742
6.43,0.7439,0.5283
6.47,0.7171,0.4629
6.5,0.6401,0.4238
6.53,0.5293,0.3587
6.57,0.4617,0.3292
6.6,0.4208,0.3074
6.63,0.3429,0.2595
6.67,0.2608,0.209
6.7,0.1668,0.1351
6.73,0.139,0.0986
6.77,0.1603,0.0854
6.8,0.1413,0.0479
6.83,0.1745,0.078
6.87,0.1767,0.0794
6.9,0.1681,0.0781
6.93,0.1853,0.081
6.97,0.2991,0.098
7.0,0.348,0.1326
7.03,0.4886,0.179
7.07,0.5433,0.225
7.1,0.5988,0.2728
7.13,0.6412,0.3136
7.17,0.6534,0.3611
7.2,0.6259,0.3516
7.23,0.6879,0.405
7.27,0.702,0.4284
7.3,0.725,0.4473
7.33,0.7475,0.4824
7.37,0.781,0.5271
7.4,0.7968,0.5677
7.43,0.8178,0.5994
7.47,0.8719,0.6459
7.5,0.9179,0.6942
7.53,0.9449,0.7231
7.57,0.966,0.7427
7.6,0.9829,0.752
7.63,0.9904,0.762
7.67,0.9861,0.7756
7.7,0.979,0.7866
7.73,0.9808,0.8074
7.77,0.983,0.8247
7.8,0.9836,0.8345
7.83,0.9799,0.844
7.87,0.9775,0.8536
7.9,0.9726,0.8538
7.93,0.974,0.8812
7.97,0.9652,0.8725
8.0,0.961,0.887
8.03,0.9427,0.8936
8.07,0.9273,0.8802
8.1,0.9236,0.8825
8.13,0.921,0.8826
8.17,0.9177,0.8833
8.2,0.9146,0.8763
8.23,0.919,0.8655
8.27,0.9184,0.842
8.3,0.9187,0.8055
8.33,0.9212,0.7763
8.37,0.9211,0.7293
8.4,0.9146,0.7083
8.43,0.9033,0.6736
8.47,0.8922,0.6198
8.5,0.8722,0.5764
8.53,0.8241,0.5369
8.57,0.7819,0.503
8.6,0.7747,0.4897
8.63,0.7114,0.438
8.67,0.6844,0.4294
8.7,0.6778,0.4275
8.73,0.6696,0.4101
8.77,0.6117,0.397
8.8,0.6267,0.3996
8.83,0.5636,0.3581
8.87,0.4872,0.3045
8.9,0.4426,0.2927
8.93,0.3896,0.2811
8.97,0.3691,0.2806
9.0,0.3609,0.2765
9.03,0.3729,0.2785
9.07,0.3815,0.2875
9.1,0.3982,0.3265
9.13,0.4065,0.3538
9.17,0.5112,0.4077
9.2,0.5473,0.4128
9.23,0.5873,0.419
9.27,0.629,0.4267
9.3,0.6754,0.4439
9.33,0.6905,0.4708
9.37,0.7126,0.5053
9.4,0.7258,0.5188
9.43,0.7296,0.5485
9.47,0.759,0.5819
9.5,0.7849,0.6206
9.53,0.8142,0.6605
9.57,0.8535,0.6976
9.6,0.8608,0.711
9.63,0.8779,0.7332
9.67,0.9132,0.7651
9.7,0.9224,0.7712
9.73,0.9208,0.7698
9.77,0.9218,0.7657
9.8,0.9188,0.7561
9.83,0.9107,0.7531
9.87,0.9033,0.7472
9.9,0.8969,0.7241
9.93,0.8485,0.6912
9.97,0.8271,0.6723
10.0,0.783,0.6433
10.03,0.7273,0.615
10.07,0.6886,0.5783
10.1,0.6801,0.5347
10.13,0.6727,0.5206
10.17,0.6842,0.5161
10.2,0.6667,0.5075
10.23,0.6204,0.4867
10.27,0.5901,0.4645
10.3,0.5728,0.4485
10.33,0.4745,0.401
10.37,0.4743,0.4011
10.4,0.4948,0.4018
10.43,0.4746,0.4087
10.47,0.4769,0.4143
10.5,0.4884,0.4232
10.53,0.5433,0.4291
10.57,0.5575,0.4137
10.6,0.5907,0.4259
10.63,0.6325,0.4319
10.67,0.6626,0.4492
10.7,0.6904,0.488
10.73,0.7147,0.5306
10.77,0.714,0.5364
10.8,0.7361,0.565
10.83,0.7747,0.6095
10.87,0.8125,0.6357
10.9,0.8518,0.6601
10.93,0.8669,0.6901
10.97,0.877,0.7076
11.0,0.8997,0.72
11.03,0.9103,0.7276
11.07,0.914,0.7282
11.1,0.915,0.7322
11.13,0.9119,0.7313
11.17,0.9155,0.7344
11.2,0.9084,0.7253
11.23,0.9082,0.7222
11.27,0.9068,0.72
11.3,0.8813,0.6877
11.33,0.8144,0.6669
11.37,0.784,0.6581
11.4,0.7537,0.6279
11.43,0.7113,0.5842
11.47,0.6955,0.5448
11.5,0.6826,0.5127
11.53,0.6636,0.4799
11.57,0.6607,0.4477
11.6,0.6267,0.4218
11.63,0.5622,0.429
11.67,0.5259,0.4195
11.7,0.4363,0.3706
11.73,0.4219,0.3571
11.77,0.3815,0.3442
11.8,0.3566,0.3249
11.83,0.3651,0.3332
11.87,0.3397,0.3219
11.9,0.3403,0.3353
11.93,0.3548,0.3457
11.97,0.3786,0.3765
12.0,0.3921,0.3801
12.03,0.495,0.4352
12.07,0.5318,0.4507
12.1,0.6008,0.4665
12.13,0.6318,0.4818
12.17,0.6726,0.5065
12.2,0.6903,0.5159
12.23,0.6997,0.5257
12.27,0.7318,0.5675
12.3,0.7315,0.5813
12.33,0.7572,0.6264
12.37,0.7817,0.6638
12.4,0.8158,0.6899
12.43,0.8474,0.7095
12.47,0.8764,0.7328
12.5,0.9014,0.7483
12.53,0.9224,0.7615
12.57,0.9253,0.7646
12.6,0.9222,0.7728
12.63,0.9217,0.7707
12.67,0.9208,0.7685
12.7,0.9203,0.7647
12.73,0.9119,0.7584
12.77,0.9026,0.7452
12.8,0.8646,0.7286
12.83,0.8039,0.6969
12.87,0.7442,0.6531
12.9,0.7018,0.613
12.93,0.7017,0.597
12.97,0.6667,0.5588
13.0,0.6567,0.554
13.03,0.6475,0.5389
13.07,0.62,0.5086
13.1,0.5976,0.4864
13.13,0.5654,0.473
13.17,0.4803,0.4547
13.2,0.4254,0.4242
13.23,0.4182,0.4227
13.27,0.3619,0.3897
13.3,0.3086,0.3504
13.33,0.3086,0.3486
13.37,0.31,0.3472
13.4,0.3414,0.361
13.43,0.3985,0.3773
13.47,0.451,0.3927
13.5,0.4949,0.4039
13.53,0.5357,0.4209
13.57,0.6112,0.4353
13.6,0.6575,0.4538
13.63,0.685,0.4701
13.67,0.7002,0.4923
13.7,0.6977,0.5033
13.73,0.712,0.5349
13.77,0.7431,0.5732
13.8,0.7621,0.6063
13.83,0.7814,0.6383
13.87,0.8084,0.6645
13.9,0.8417,0.7047
13.93,0.8795,0.7334
13.97,0.9061,0.7491
14.0,0.9215,0.7696
14.03,0.9292,0.7654
14.07,0.934,0.7603
14.1,0.9289,0.7619
14.13,0.9189,0.7538
14.17,0.9064,0.7398
14.2,0.9002,0.7279
14.23,0.8812,0.7102
14.27,0.8595,0.6897
14.3,0.822,0.6535
14.33,0.782,0.6124
14.37,0.7091,0.5525
14.4,0.6684,0.5066
14.43,0.6415,0.4641
14.47,0.6434,0.4373
14.5,0.6449,0.4396
14.53,0.5818,0.4179
14.57,0.5635,0.4063
14.6,0.5388,0.3718
14.63,0.5225,0.3622
14.67,0.513,0.3476
14.7,0.4996,0.3172
14.73,0.4898,0.296
14.77,0.5009,0.2774
14.8,0.4885,0.2603
14.83,0.4857,0.246
14.87,0.4988,0.2678
14.9,0.5374,0.2874
14.93,0.6004,0.3258
14.97,0.6341,0.3768
15.0,0.6527,0.3987
15.03,0.6608,0.4087
15.07,0.6626,0.4171
15.1,0.6723,0.4311
15.13,0.691,0.4655
15.17,0.7225,0.5051
15.2,0.7537,0.5482
15.23,0.7558,0.5674
15.27,0.7775,0.5935
15.3,0.8231,0.6378
15.33,0.8589,0.6714
15.37,0.8884,0.7103
15.4,0.9309,0.7499
15.43,0.9365,0.7437
15.47,0.9539,0.7612
15.5,0.9615,0.7962
15.53,0.9533,0.8162
15.57,0.9507,0.8344
15.6,0.9443,0.8517
15.63,0.9445,0.8635
15.67,0.9437,0.8708
15.7,0.9458,0.8767
15.73,0.9443,0.8866
15.77,0.9438,0.8865
15.8,0.9381,0.8949
15.83,0.9372,0.8955
15.87,0.9404,0.8979
15.9,0.935,0.9037
15.93,0.9375,0.9076
15.97,0.939,0.9095
16.0,0.9432,0.9126
16.03,0.9392,0.9078
16.07,0.9405,0.9079
16.1,0.9451,0.905
16.13,0.9414,0.9057
16.17,0.9384,0.8982
16.2,0.944,0.8868
16.23,0.9467,0.8882
16.27,0.9477,0.8837
16.3,0.9497,0.878
16.33,0.9428,0.8806
16.37,0.9424,0.8807
16.4,0.9411,0.8865
16.43,0.9419,0.8842
16.47,0.9403,0.8909
16.5,0.936,0.8994
16.53,0.9257,0.9085
16.57,0.9236,0.9222
16.6,0.9258,0.9462
16.63,0.9273,0.9684
16.67,0.923,0.987
16.7,0.9073,0.9911
16.73,0.8973,0.9916
16.77,0.8971,0.9953
16.8,0.8963,0.9999
16.83,0.8938,0.9954
16.87,0.8909,0.9979
16.9,0.893,1.0
16.93,0.8973,0.9924
16.97,0.8954,0.9838
17.0,0.8915,0.9728
17.03,0.8914,0.9651
17.07,0.8911,0.9581
17.1,0.8929,0.9546
17.13,0.8898,0.9194
17.17,0.8987,0.9143
17.2,0.9022,0.9093
17.23,0.9025,0.9033
17.27,0.9154,0.8927
17.3,0.9147,0.8878
17.33,0.924,0.8786
17.37,0.9235,0.8644
17.4,0.924,0.8696
17.43,0.9264,0.8635
17.47,0.9232,0.837
17.5,0.9224,0.8163
17.53,0.9235,0.7853
17.57,0.9262,0.7597
17.6,0.9256,0.7525
17.63,0.9217,0.7257
17.67,0.9129,0.6844
17.7,0.9064,0.6358
17.73,0.8963,0.5968
17.77,0.8662,0.5502
17.8,0.845,0.5285
17.83,0.7867,0.4946
17.87,0.737,0.4288
17.9,0.7186,0.3738
17.93,0.6792,0.3507
17.97,0.6568,0.2974
18.0,0.6494,0.2963
18.03,0.5549,0.2666
18.07,0.4979,0.2398
18.1,0.3827,0.1862
18.13,0.3255,0.163
18.17,0.274,0.144
18.2,0.2458,0.1376
18.23,0.1815,0.1044
18.27,0.173,0.096
18.3,0.1653,0.1093
18.33,0.1606,0.1123
18.37,0.1432,0.094
18.4,0.158,0.1051
18.43,0.167,0.1065
18.47,0.186,0.1334
18.5,0.2609,0.1742
18.53,0.3726,0.1985
18.57,0.4902,0.263
18.6,0.5088,0.2746
18.63,0.5714,0.2903
18.67,0.6235,0.3239
18.7,0.6371,0.3461
18.73,0.659,0.3755
18.77,0.6689,0.4014
18.8,0.6747,0.4088
18.83,0.692,0.4252
18.87,0.7073,0.4598
18.9,0.7376,0.5101
18.93,0.7759,0.5585
18.97,0.7827,0.5776
19.0,0.811,0.5969
19.03,0.8558,0.6372
19.07,0.8921,0.6611
19.1,0.9248,0.6886
19.13,0.9385,0.7197
19.17,0.9437,0.7296
19.2,0.9567,0.733
19.23,0.9613,0.7266
19.27,0.9537,0.7217
19.3,0.9505,0.7132
19.33,0.9483,0.7127
19.37,0.9476,0.7121
19.4,0.946,0.7119
19.43,0.9474,0.7112
19.47,0.9454,0.7118
19.5,0.9447,0.7123
19.53,0.9461,0.7181
19.57,0.9449,0.7173
19.6,0.9441,0.717
19.63,0.9462,0.7311
19.67,0.9463,0.735
19.7,0.9435,0.7306
19.73,0.9427,0.7307
19.77,0.9393,0.7293
19.8,0.9404,0.7333
19.83,0.9403,0.735
19.87,0.9398,0.7349
19.9,0.9398,0.7369
19.93,0.9398,0.737
19.97,0.9386,0.7366
20.0,0.9379,0.7376
20.03,0.9339,0.7319
20.07,0.9332,0.7323
20.1,0.9338,0.7328
20.13,0.9349,0.7369
20.17,0.9308,0.7394
20.2,0.9312,0.7397
20.23,0.9316,0.7392
20.27,0.9302,0.7334
20.3,0.9256,0.7253
20.33,0.9189,0.7127
20.37,0.9159,0.7058
20.4,0.9016,0.6788
20.43,0.8925,0.659
20.47,0.8534,0.6261
20.5,0.7913,0.5848
20.53,0.7251,0.5354
20.57,0.7155,0.4972
20.6,0.6889,0.4685
20.63,0.6179,0.4153
20.67,0.5605,0.3871
20.7,0.469,0.3478
20.73,0.3095,0.2559
20.77,0.319,0.2512
20.8,0.2736,0.2335
20.83,0.1973,0.1683
20.87,0.1264,0.1239
20.9,0.094,0.0862
20.93,0.0884,0.0687
20.97,0.1058,0.0899
21.0,0.1,0.0853
21.03,0.1171,0.0944
21.07,0.1275,0.0739
21.1,0.1574,0.0791
21.13,0.1713,0.0743
21.17,0.2114,0.0791
21.2,0.2935,0.1037
21.23,0.3905,0.1165
21.27,0.5007,0.1649
21.3,0.5187,0.1832
21.33,0.5244,0.1969
21.37,0.5553,0.2253
21.4,0.5965,0.242
21.43,0.6143,0.265
21.47,0.6443,0.316
21.5,0.64,0.3529
21.53,0.6487,0.3763
21.57,0.6711,0.4058
21.6,0.6866,0.4246
21.63,0.7068,0.4425
21.67,0.7279,0.4859
21.7,0.7604,0.5465
21.73,0.7642,0.5665
21.77,0.794,0.5935
21.8,0.837,0.6297
21.83,0.8742,0.654
21.87,0.8991,0.6832
21.9,0.9209,0.6908
21.93,0.917,0.6776
21.97,0.9217,0.6711
22.0,0.9217,0.6693
22.03,0.9243,0.6693
22.07,0.9281,0.6751
22.1,0.9265,0.6721
22.13,0.9253,0.6722
22.17,0.9213,0.6748
22.2,0.925,0.6724
22.23,0.9257,0.6721
22.27,0.9258,0.6699
22.3,0.9246,0.6684
22.33,0.9225,0.6649
22.37,0.9191,0.6607
22.4,0.919,0.6617
22.43,0.9189,0.6616
22.47,0.9193,0.6615
22.5,0.9182,0.6602
22.53,0.9161,0.6571
22.57,0.9141,0.6486
22.6,0.9056,0.6375
22.63,0.9053,0.6311
22.67,0.8911,0.6097
22.7,0.8611,0.5839
22.73,0.8485,0.5733
22.77,0.8242,0.545
22.8,0.7769,0.4994
22.83,0.72,0.4475
22.87,0.6713,0.3961
22.9,0.6064,0.3698
22.93,0.634,0.3794
22.97,0.6006,0.3513
23.0,0.5357,0.2959
23.03,0.4951,0.2613
23.07,0.4003,0.2189
23.1,0.3071,0.1624
23.13,0.3054,0.1667
23.17,0.2421,0.1094
23.2,0.2461,0.1013
23.23,0.2432,0.0954
23.27,0.2194,0.0646
23.3,0.2435,0.0714
23.33,0.2563,0.0796
23.37,0.2527,0.0911
23.4,0.2706,0.1224
23.43,0.2948,0.1397
23.47,0.341,0.1415
23.5,0.3755,0.1457
23.53,0.4211,0.172
23.57,0.4953,0.1898
23.6,0.4914,0.2027
23.63,0.5618,0.2517
23.67,0.5993,0.2806
23.7,0.6175,0.287
23.73,0.6206,0.3165
23.77,0.6477,0.3768
23.8,0.6474,0.3883
23.83,0.6606,0.3955
23.87,0.6829,0.4175
23.9,0.6949,0.4322
23.93,0.7141,0.4597
23.97,0.735,0.509
24.0,0.7667,0.5673
24.03,0.805,0.6102
24.07,0.8341,0.6529
24.1,0.8482,0.6593
24.13,0.8765,0.6849
24.17,0.9012,0.7122
24.2,0.9242,0.7284
24.23,0.9334,0.7319
24.27,0.9401,0.7365
24.3,0.9429,0.7369
24.33,0.9489,0.7352
24.37,0.9434,0.7314
24.4,0.9442,0.7298
24.43,0.9432,0.7287
24.47,0.9424,0.7243
24.5,0.9423,0.7225
24.53,0.9419,0.7243
24.57,0.9404,0.7223
24.6,0.9408,0.7155
24.63,0.9321,0.6873
24.67,0.9196,0.6507
24.7,0.9165,0.6409
24.73,0.9065,0.6232
24.77,0.898,0.6017
24.8,0.8711,0.5709
24.83,0.8118,0.5127
24.87,0.7576,0.4626
24.9,0.7462,0.4548
24.93,0.7314,0.4116
24.97,0.7048,0.3787
25.0,0.6637,0.3548
25.03,0.617,0.3245
25.07,0.5323,0.2626
25.1,0.5219,0.2626
25.13,0.3508,0.1791
25.17,0.3373,0.1555
25.2,0.3455,0.1503
25.23,0.2708,0.1247
25.27,0.2456,0.0937
25.3,0.239,0.0898
25.33,0.2472,0.0731
25.37,0.2414,0.0768
25.4,0.2643,0.0807
25.43,0.266,0.0818
25.47,0.2663,0.0913
25.5,0.2847,0.1101
25.53,0.295,0.1318
25.57,0.3281,0.1671
25.6,0.4478,0.2318
25.63,0.4572,0.2278
25.67,0.5222,0.2476
25.7,0.5355,0.2308
25.73,0.5693,0.233
25.77,0.6195,0.2664
25.8,0.6056,0.2778
25.83,0.6303,0.3054
25.87,0.6427,0.32
25.9,0.6398,0.3585
25.93,0.6567,0.3905
25.97,0.6722,0.4129
26.0,0.6988,0.4237
26.03,0.717,0.4361
26.07,0.7255,0.431
26.1,0.7452,0.4436
26.13,0.7667,0.4787
26.17,0.8022,0.5225
26.2,0.828,0.5608
26.23,0.8573,0.5972
26.27,0.8663,0.6054
26.3,0.8906,0.6334
26.33,0.8952,0.6387
26.37,0.9211,0.6408
26.4,0.9359,0.6574
26.43,0.9347,0.6636
26.47,0.9378,0.6661
26.5,0.9366,0.6629
26.53,0.9343,0.6588
26.57,0.9333,0.6597
26.6,0.928,0.6653
26.63,0.9282,0.6636
26.67,0.9329,0.6648
26.7,0.9325,0.6647
26.73,0.9329,0.6639
26.77,0.931,0.6623
26.8,0.9254,0.6553
26.83,0.9164,0.6426
26.87,0.9145,0.6343
26.9,0.9092,0.6158
26.93,0.889,0.5873
26.97,0.8407,0.5582
27.0,0.7961,0.5289
27.03,0.7334,0.489
27.07,0.7335,0.4818
27.1,0.6821,0.4283
27.13,0.7043,0.4277
27.17,0.6848,0.4041
27.2,0.6439,0.3773
27.23,0.5322,0.3187
27.27,0.5111,0.2981
27.3,0.4041,0.2681
27.33,0.3372,0.2265
27.37,0.25,0.1595
27.4,0.2114,0.1205
27.43,0.1604,0.1051
27.47,0.1566,0.0859
27.5,0.1226,0.0479
27.53,0.0912,0.0235
27.57,0.0683,0.0084
27.6,0.0662,0.0
27.63,0.053,0.0007
27.67,0.0638,0.0149
27.7,0.0811,0.0184
27.73,0.1145,0.0371
27.77,0.1196,0.0442
27.8,0.1369,0.0721
27.83,0.1551,0.0869
27.87,0.1949,0.0954
27.9,0.1967,0.0969
27.93,0.2346,0.1191
27.97,0.2619,0.131
28.0,0.319,0.1476
28.03,0.3327,0.1495
28.07,0.394,0.1799
28.1,0.5102,0.1936
28.13,0.5328,0.1817
28.17,0.569,0.1774
28.2,0.6137,0.1819
28.23,0.5737,0.1819
28.27,0.6167,0.1951
28.3,0.6455,0.2022
28.33,0.6608,0.2157
28.37,0.6397,0.2311
28.4,0.6362,0.2748
28.43,0.6653,0.3371
28.47,0.6803,0.3805
28.5,0.7046,0.4143
28.53,0.7251,0.4305
28.57,0.7506,0.4553
28.6,0.7843,0.4832
28.63,0.7917,0.5059
28.67,0.8101,0.538
28.7,0.8383,0.5648
