Time(s),Shoulder,Waist
11.44,0.042,0.0574
11.48,0.0604,0.0878
11.52,0.0839,0.1126
11.56,0.1099,0.1346
11.6,0.1427,0.1574
11.64,0.1768,0.1868
11.68,0.203,0.2093
11.72,0.2311,0.2268
11.76,0.2739,0.2605
11.8,0.3083,0.2865
11.84,0.3407,0.3086
11.88,0.3799,0.3507
11.92,0.4247,0.3911
11.96,0.4441,0.4243
12.0,0.5149,0.4689
12.04,0.5473,0.5034
12.08,0.6004,0.5495
12.12,0.63,0.5668
12.16,0.6681,0.6251
12.2,0.7019,0.6388
12.24,0.7457,0.6745
12.28,0.798,0.7364
12.32,0.8233,0.7383
12.36,0.8595,0.7657
12.4,0.8836,0.7868
12.44,0.9025,0.8096
12.48,0.941,0.8347
12.52,0.9503,0.8432
12.56,0.9648,0.8719
12.6,0.9487,0.8682
12.64,0.9595,0.9045
12.68,0.952,0.8886
12.72,0.9617,0.9211
12.76,0.9551,0.9096
12.8,0.9527,0.9269
12.84,0.9513,0.9211
12.88,0.9512,0.9288
12.92,0.951,0.9217
12.96,0.9561,0.9248
13.0,0.9537,0.9291
13.04,0.9544,0.9246
13.08,0.95,0.9267
13.12,0.953,0.924
13.16,0.9417,0.9126
13.2,0.9461,0.9209
13.24,0.9444,0.9057
13.28,0.9475,0.9071
13.32,0.9375,0.9048
13.36,0.9386,0.9007
13.4,0.9279,0.8805
13.44,0.9197,0.8426
13.48,0.9084,0.8369
13.52,0.8906,0.8176
13.56,0.8652,0.8118
13.6,0.8299,0.7928
13.64,0.8067,0.792
13.68,0.7786,0.7757
13.72,0.7353,0.752
13.76,0.695,0.7179
13.8,0.653,0.6753
13.84,0.6074,0.62
13.88,0.577,0.5719
13.92,0.5425,0.5616
13.96,0.5022,0.4923
14.0,0.4668,0.4788
14.04,0.4259,0.4261
14.08,0.3855,0.4115
14.12,0.3568,0.3697
14.16,0.3252,0.3254
14.2,0.2831,0.3064
14.24,0.2453,0.2759
14.28,0.2223,0.2408
14.32,0.199,0.2198
14.36,0.1772,0.1995
14.4,0.1577,0.1734
14.44,0.1325,0.1461
14.48,0.1079,0.1322
14.52,0.0874,0.1099
14.56,0.0721,0.112
14.6,0.0684,0.0969
14.64,0.0625,0.0658
14.68,0.0506,0.0597
14.72,0.0391,0.0492
14.76,0.0394,0.0441
14.8,0.0394,0.0426
14.84,0.0367,0.0234
14.88,0.0251,0.0154
14.92,0.0247,0.0174
14.96,0.0299,0.0231
15.0,0.0332,0.0271
15.04,0.0359,0.029
15.08,0.0457,0.0436
15.12,0.0557,0.0496
15.16,0.0665,0.0597
15.2,0.075,0.0847
15.24,0.0867,0.1011
15.28,0.1098,0.1136
15.32,0.1365,0.1327
15.36,0.1768,0.1548
15.4,0.1952,0.1706
15.44,0.2204,0.1901
15.48,0.2392,0.213
15.52,0.2709,0.2371
15.56,0.2952,0.2575
15.6,0.3473,0.2959
15.64,0.3837,0.3277
15.68,0.4388,0.3762
15.72,0.4829,0.4079
15.76,0.5186,0.4581
15.8,0.5768,0.4991
15.84,0.6024,0.543
15.88,0.6381,0.5666
15.92,0.6726,0.594
15.96,0.7376,0.6419
16.0,0.7887,0.6997
16.04,0.8282,0.7544
16.08,0.8542,0.7847
16.12,0.8873,0.8024
16.16,0.9106,0.8273
16.2,0.9284,0.8286
16.24,0.9629,0.8504
16.28,0.9603,0.8841
16.32,0.9642,0.9034
16.36,0.96,0.9241
16.4,0.9633,0.9244
16.44,0.9596,0.9289
16.48,0.9574,0.9365
16.52,0.9581,0.934
16.56,0.9604,0.9426
16.6,0.9562,0.9447
16.64,0.9579,0.9491
16.68,0.9553,0.9514
16.72,0.9597,0.955
16.76,0.9582,0.9587
16.8,0.9609,0.9606
16.84,0.9621,0.9645
16.88,0.9578,0.9616
16.92,0.9578,0.9584
16.96,0.9548,0.9558
17.0,0.9575,0.9571
17.04,0.9422,0.9428
17.08,0.9424,0.935
17.12,0.9388,0.9348
17.16,0.9275,0.9103
17.2,0.909,0.9079
17.24,0.8931,0.8848
17.28,0.8835,0.8651
17.32,0.8531,0.8428
17.36,0.8335,0.8261
17.4,0.7988,0.8061
17.44,0.7747,0.8015
17.48,0.7397,0.7632
17.52,0.7049,0.7307
17.56,0.665,0.6873
17.6,0.6241,0.6354
17.64,0.5905,0.5967
17.68,0.5363,0.5627
17.72,0.4955,0.5219
17.76,0.4546,0.4678
17.8,0.4022,0.452
17.84,0.3653,0.4181
17.88,0.3195,0.3751
17.92,0.2834,0.3225
17.96,0.2503,0.3087
18.0,0.2288,0.2803
18.04,0.1958,0.2419
18.08,0.1776,0.224
18.12,0.1489,0.2082
18.16,0.124,0.1874
18.2,0.1046,0.1652
18.24,0.0839,0.1464
18.28,0.0737,0.1174
18.32,0.0541,0.1093
18.36,0.0497,0.1068
18.4,0.0517,0.1052
18.44,0.0432,0.0806
18.48,0.0387,0.0602
18.52,0.0315,0.0563
18.56,0.031,0.0509
18.6,0.0242,0.0492
18.64,0.0105,0.0374
18.68,0.011,0.0368
18.72,0.0144,0.0355
18.76,0.0111,0.0312
18.8,0.0123,0.0333
18.84,0.0187,0.0367
18.88,0.0249,0.0531
18.92,0.0449,0.0597
18.96,0.0573,0.0729
19.0,0.0727,0.0907
19.04,0.0838,0.103
19.08,0.1162,0.115
19.12,0.1382,0.1434
19.16,0.1669,0.1722
19.2,0.1945,0.2076
19.24,0.2211,0.224
19.28,0.2414,0.2517
19.32,0.2767,0.2811
19.36,0.309,0.3139
19.4,0.3492,0.3421
19.44,0.4035,0.3933
19.48,0.4533,0.4268
19.52,0.5078,0.473
19.56,0.5545,0.5231
19.6,0.5987,0.5711
19.64,0.6374,0.6046
19.68,0.694,0.6382
19.72,0.7377,0.6738
19.76,0.7685,0.7343
19.8,0.8153,0.765
19.84,0.8562,0.7889
19.88,0.8755,0.8087
19.92,0.9061,0.8463
19.96,0.9359,0.858
20.0,0.9516,0.8856
20.04,0.9499,0.8937
20.08,0.9649,0.9303
20.12,0.9486,0.921
20.16,0.9664,0.9325
20.2,0.9567,0.9248
20.24,0.9607,0.9299
20.28,0.96,0.9281
20.32,0.9585,0.939
20.36,0.9514,0.937
20.4,0.9525,0.9342
20.44,0.9494,0.9253
20.48,0.9461,0.9242
20.52,0.9459,0.9105
20.56,0.9493,0.911
20.6,0.9425,0.8963
20.64,0.9464,0.9099
