Time(s),Shoulder,Waist
13.52,0.0441,0.0246
13.56,0.0461,0.0273
13.6,0.0674,0.0422
13.64,0.0795,0.0436
13.68,0.0931,0.0486
13.72,0.1105,0.0505
13.76,0.1247,0.0703
13.8,0.1381,0.0836
13.84,0.1734,0.1396
13.88,0.1962,0.1599
13.92,0.248,0.1927
13.96,0.2763,0.2075
14.0,0.3055,0.2257
14.04,0.3395,0.2602
14.08,0.3717,0.2864
14.12,0.3883,0.3093
14.16,0.4132,0.3294
14.2,0.4349,0.3655
14.24,0.4549,0.3847
14.28,0.4834,0.4045
14.32,0.51,0.4284
14.36,0.5369,0.4712
14.4,0.5737,0.5191
14.44,0.5954,0.5443
14.48,0.6186,0.5606
14.52,0.648,0.5758
14.56,0.678,0.5982
14.6,0.7217,0.6224
14.64,0.7427,0.6465
14.68,0.7686,0.7014
14.72,0.8142,0.7513
14.76,0.8394,0.7795
14.8,0.8572,0.8002
14.84,0.8654,0.8039
14.88,0.8756,0.8132
14.92,0.8947,0.8413
14.96,0.8997,0.859
15.0,0.9136,0.882
15.04,0.9276,0.9101
15.08,0.9366,0.9183
15.12,0.9407,0.923
15.16,0.9464,0.9322
15.2,0.9449,0.9363
15.24,0.9444,0.9381
15.28,0.9459,0.9434
15.32,0.9498,0.9499
15.36,0.9465,0.9524
15.4,0.9457,0.9514
15.44,0.9501,0.9531
15.48,0.9518,0.9546
15.52,0.9449,0.9456
15.56,0.9425,0.9381
15.6,0.9377,0.9271
15.64,0.9351,0.9244
